time,beats
86.37700680200001,1
86.770408163,2
87.211995464,1
87.60337868399999,2
88.048004535,1
88.448321995,2
88.89600907,1
89.284036281,2
89.72,1
90.110929705,2
90.55600907,1
90.94814058899999,2
91.39199546399999,1
91.785691609,2
92.228004535,1
92.610929705,2
93.04099773200001,1
93.41802721,2
93.852993197,1
94.242517006,2
94.689002267,1
95.08047619,2
95.52501133700001,1
95.91641723299999,2
96.360997732,1
96.74764172299999,2
97.185011337,1
97.564036281,2
97.998004535,1
98.377891156,2
98.810997732,1
99.183356009,2
99.611995464,1
99.99072562299999,2
100.43600907,1
100.83235827600001,2
101.283990929,1
101.66909297,2
102.108004535,1
102.493854875,2
102.943990929,1
103.33956916,2
103.791995464,1
104.180181405,2
104.62700680200001,1
105.018276643,2
105.462993197,1
105.83487528299999,2
106.263990929,1
106.642539682,2
107.08900226700001,1
107.47643990899999,2
107.924988662,1
108.312471655,2
108.760997732,1
109.14632653,2
109.584988662,1
109.949886621,2
110.373990929,1
110.74158730100001,2
111.17600907,1
111.546575963,2
111.977006802,1
112.34240362799999,2
112.778004535,1
113.161678004,2
113.613990929,1
113.99687074799999,2
114.438004535,1
114.81145124700001,2
115.250997732,1
115.62909297,2
116.075011337,1
116.454648526,2
116.89900226700001,1
117.276984126,2
117.723990929,1
118.108299319,2
118.55900226700001,1
118.938367346,2
119.38399092899999,1
119.765555555,2
120.22,1
120.61004535100001,2
121.06700680200001,1
121.450725623,2
121.902993197,1
122.29120181399999,2
122.750997732,1
123.139637188,2
123.598004535,1
123.98809523799999,2
124.44600907,1
124.828412698,2
125.28199546399999,1
125.67,2
126.129002267,1
126.511247165,2
126.965011337,1
127.35219954600001,2
127.81299319700001,1
128.197505668,2
128.64900226700001,1
129.02408163200002,2
129.472993197,1
129.852517006,2
130.309002267,1
130.69047619,2
131.13299319700002,1
131.48451247100002,2
131.910997732,1
132.280068027,2
132.735011337,1
133.112607709,2
133.56,1
133.928049886,2
134.371995464,1
134.74419501100002,2
135.197006802,1
135.57535147299998,2
136.031995464,1
136.412290249,2
136.868004535,1
137.24292517,2
137.69299319700002,1
138.06471655299998,2
138.517006802,1
138.894807256,2
139.35299319700002,1
139.731383219,2
140.189002267,1
140.568458049,2
141.025011337,1
141.396916099,2
141.849002267,1
142.248979591,2
142.68501133700002,1
143.069750566,2
143.520997732,1
143.911473922,2
144.368004535,1
144.753197278,2
145.19299319700002,1
145.569637188,2
146.029002267,1
146.399682539,2
146.85299319700002,1
147.237732426,2
147.689002267,1
148.07365079299998,2
148.51299319700001,1
148.922448979,2
149.33700680200002,1
149.722448979,2
150.127006802,1
150.510204081,2
150.94,1
151.293106575,2
151.729002267,1
152.087891156,2
152.541995464,1
152.91478458,2
153.378004535,1
153.755623582,2
154.213990929,1
154.575668934,2
155.02600907,1
155.420408163,2
155.861995464,1
156.241269841,2
156.687006802,1
157.06630385399998,2
157.533990929,1
157.900249433,2
158.347006802,1
158.702653061,2
159.148004535,1
